champion_name,tier_rank,tier,counters_list,win_rate_list,role
Qiyana,PLATINUM,5,"[""Bel'Veth"", 'Nidalee', 'Amumu', 'Taliyah', 'Rammus']","['30', '30', '32', '32', '32']",JUNGLE
Tryndamere,PLATINUM,4,"['Ivern', 'Jax', 'Rumble', 'Udyr', 'Gragas']","['11', '22', '29', '29', '30']",JUNGLE
Shen,PLATINUM,4,"[""Rek'Sai"", 'Rengar', 'Maokai', 'Master Yi', 'Vi']","['14', '17', '20', '24', '28']",JUNGLE
Sejuani,PLATINUM,3,"['Ivern', 'Brand', 'Lillia', 'Poppy', 'Evelynn']","['39', '40', '43', '45', '46']",JUNGLE
Twitch,PLATINUM,5,"['Zed', 'Talon', 'Poppy', 'Karthus', 'Jax']","['17', '21', '23', '25', '25']",JUNGLE
DrMundo,PLATINUM,3,"['Vi', 'Nidalee', 'Talon', 'Evelynn', 'Ivern']","['35', '36', '38', '38', '40']",JUNGLE
Nasus,PLATINUM,4,"['Ivern', 'Nidalee', 'Maokai', 'Graves', 'Zac']","['20', '32', '32', '35', '37']",JUNGLE
Garen,PLATINUM,4,"['Gragas', 'Udyr', 'Brand', 'Volibear', 'Shyvana']","['29', '34', '36', '36', '38']",JUNGLE
Yorick,PLATINUM,5,"['Nidalee', 'Gwen', 'Udyr', 'Briar', 'Poppy']","['0', '0', '14', '25', '25']",JUNGLE
Chogath,PLATINUM,5,"['Diana', 'Gragas', 'Lillia', 'Nidalee', 'Jax']","['27', '27', '28', '29', '30']",JUNGLE
Malphite,PLATINUM,4,"['Jax', 'Elise', 'Sylas', 'Taliyah', 'Wukong']","['17', '20', '26', '27', '32']",JUNGLE
Naafiri,PLATINUM,5,"['Udyr', 'Maokai', 'Zac', 'Xin Zhao', 'Sejuani']","['23', '24', '25', '25', '29']",JUNGLE
Sylas,PLATINUM,1,"['Naafiri', 'Galio', 'Malzahar', 'Cassiopeia', 'Akshan']","['44', '46', '47', '47', '47']",MID
Talon,PLATINUM,2,"['Malphite', 'Vladimir', 'Ryze', 'Galio', 'Aurelion Sol']","['44', '45', '46', '47', '48']",MID
Taliyah,PLATINUM,3,"['Fizz', 'Orianna', 'Akshan', 'Aurelion Sol', 'Kassadin']","['39', '44', '44', '44', '44']",MID
Xerath,PLATINUM,2,"['Naafiri', 'Galio', 'Irelia', 'Vladimir', 'Diana']","['43', '46', '47', '48', '48']",MID
Fizz,PLATINUM,1,"['Lissandra', 'Diana', 'Kassadin', 'Pantheon', 'Akshan']","['45', '46', '47', '49', '49']",MID
Lux,PLATINUM,2,"['Xerath', 'Jayce', 'Tristana', 'Akshan', 'Anivia']","['43', '45', '46', '47', '47']",MID
Swain,PLATINUM,3,"['Zoe', 'Kassadin', 'Katarina', 'Annie', 'Akshan']","['42', '42', '43', '46', '47']",MID
Tryndamere,PLATINUM,3,"['Aurelion Sol', 'Neeko', 'Malphite', 'Naafiri', 'Pantheon']","['35', '36', '36', '36', '38']",MID
Singed,PLATINUM,2,"['Ryze', ""Vel'Koz"", 'Lissandra', 'Vladimir', 'Anivia']","['20', '33', '38', '40', '40']",MID
Irelia,PLATINUM,2,"['Malphite', 'Galio', 'Anivia', 'Sylas', 'Ekko']","['43', '44', '46', '46', '47']",MID
Galio,PLATINUM,3,"['Naafiri', 'Swain', 'Pantheon', 'Brand', 'Anivia']","['38', '39', '41', '44', '44']",MID
Camille,PLATINUM,3,"['Brand', 'Zoe', 'Taliyah', 'Diana', 'Vladimir']","['20', '20', '20', '25', '25']",MID
Riven,PLATINUM,3,"['Twisted Fate', 'Zoe', 'Sion', 'Lissandra', 'Ekko']","['28', '29', '29', '36', '38']",MID
Ekko,PLATINUM,3,"['Kassadin', 'LeBlanc', 'Cassiopeia', 'Sylas', 'Xerath']","['40', '44', '46', '46', '47']",MID
Syndra,PLATINUM,1,"['Kassadin', 'Irelia', 'Fizz', 'Diana', 'Sylas']","['43', '45', '46', '46', '47']",MID
Zac,PLATINUM,3,"['Vex', 'Neeko', 'Vladimir', 'LeBlanc', 'Swain']","['33', '36', '36', '38', '38']",MID
Cassiopeia,PLATINUM,3,"[""Vel'Koz"", 'Twisted Fate', 'Talon', 'Aurelion Sol', 'Veigar']","['39', '41', '41', '42', '45']",MID
Vladimir,PLATINUM,3,"['Malzahar', 'Brand', 'Aurelion Sol', 'Annie', 'Xerath']","['43', '44', '44', '45', '45']",MID
Brand,PLATINUM,3,"['Xerath', 'Viktor', 'Fizz', 'Neeko', 'Malzahar']","['41', '43', '44', '47', '48']",MID
Anivia,PLATINUM,3,"['Cassiopeia', 'Ziggs', 'Annie', 'Naafiri', ""Vel'Koz""]","['42', '45', '45', '46', '47']",MID
TwistedFate,PLATINUM,3,"['Xerath', 'Tristana', 'Ziggs', 'Sylas', 'Brand']","['44', '45', '46', '47', '47']",MID
Illaoi,PLATINUM,2,"['Mordekaiser', 'Twisted Fate', 'Kayle', 'LeBlanc', 'Swain']","['20', '33', '33', '40', '40']",MID
Naafiri,PLATINUM,3,"['Tristana', 'Neeko', 'Irelia', 'Akshan', 'Diana']","['43', '45', '46', '47', '48']",MID
Akshan,PLATINUM,3,"['Anivia', 'Cassiopeia', 'Ryze', 'Ziggs', 'Vladimir']","['35', '37', '41', '43', '44']",MID
Pantheon,PLATINUM,3,"['Malphite', 'Zoe', 'Galio', 'Diana', 'Akshan']","['39', '44', '44', '46', '46']",MID
Katarina,PLATINUM,2,"['Kassadin', 'Malzahar', 'Galio', 'Vladimir', 'Naafiri']","['44', '44', '45', '46', '46']",MID
Kennen,PLATINUM,3,"['Vladimir', 'Naafiri', 'Ziggs', 'Kassadin', 'Lissandra']","['31', '33', '38', '41', '42']",MID
Neeko,PLATINUM,3,"['Ziggs', 'Brand', 'Talon', 'Anivia', 'Syndra']","['40', '46', '46', '47', '47']",MID
Quinn,PLATINUM,2,"['Annie', 'Aurelion Sol', 'Lucian', 'Ziggs', 'Xerath']","['22', '33', '38', '40', '42']",MID
Akali,PLATINUM,1,"['Cassiopeia', 'Talon', 'Veigar', 'Twisted Fate', 'Anivia']","['46', '46', '46', '46', '46']",MID
Kassadin,PLATINUM,3,"['Pantheon', 'Lissandra', 'Akshan', 'Naafiri', 'Ryze']","['43', '45', '46', '46', '47']",MID
Heimerdinger,PLATINUM,3,"[""Vel'Koz"", 'Galio', 'Swain', 'Akshan', 'Neeko']","['31', '33', '37', '41', '42']",MID
Nasus,PLATINUM,2,"['Akshan', 'Pantheon', 'Aurelion Sol', 'Diana', 'Ekko']","['42', '43', '44', '47', '47']",MID
Vex,PLATINUM,2,"['Anivia', 'Xerath', 'Ryze', 'Vladimir', 'Kassadin']","['43', '45', '45', '46', '46']",MID
Zilean,PLATINUM,4,"['Diana', 'Malphite', 'Cassiopeia', 'Viktor', 'Naafiri']","['18', '25', '25', '29', '30']",MID
Fiddlesticks,PLATINUM,2,"['Galio', 'Kassadin', 'Aurelion Sol', 'Lucian', 'Annie']","['0', '13', '14', '20', '25']",MID
Twitch,PLATINUM,3,"['Pantheon', 'Xerath', 'Naafiri', 'Lux', 'Yasuo']","['25', '34', '35', '37', '38']",MID
Kled,PLATINUM,3,"['Brand', 'Galio', 'Orianna', 'Malphite', 'Ryze']","['20', '27', '30', '33', '33']",MID
Annie,PLATINUM,3,"['Swain', 'Viktor', 'Galio', 'Xerath', 'Talon']","['41', '43', '45', '46', '46']",MID
AurelionSol,PLATINUM,3,"['Fizz', 'Brand', 'Kassadin', 'Annie', 'Pantheon']","['41', '43', '44', '44', '45']",MID
Garen,PLATINUM,3,"['Zoe', 'Akshan', 'Diana', 'Sion', 'Aatrox']","['32', '32', '37', '41', '41']",MID
Gragas,PLATINUM,4,"['Annie', 'Diana', 'Ryze', 'Jayce', 'Ekko']","['33', '35', '37', '40', '41']",MID
Diana,PLATINUM,3,"['Irelia', 'Brand', 'Lissandra', 'Annie', 'Vladimir']","['42', '43', '45', '45', '47']",MID
Veigar,PLATINUM,2,"['Xerath', 'Twisted Fate', 'Swain', 'Kassadin', 'Malzahar']","['46', '47', '48', '49', '49']",MID
Kayle,PLATINUM,3,"['Viktor', 'Vladimir', 'Galio', 'Cassiopeia', 'Pantheon']","['35', '38', '41', '42', '43']",MID
Malzahar,PLATINUM,2,"['Tristana', 'Twisted Fate', 'Talon', 'Swain', 'Annie']","['45', '47', '47', '47', '48']",MID
Yasuo,PLATINUM,1,"['Swain', 'Annie', 'Brand', 'Aurelion Sol', 'Lissandra']","['41', '44', '44', '44', '44']",MID
Viktor,PLATINUM,2,"['Zoe', 'Galio', 'Xerath', 'Talon', 'Cassiopeia']","['44', '44', '45', '46', '46']",MID
Aatrox,PLATINUM,3,"['Sion', 'Malphite', 'Diana', 'Twisted Fate', 'Ahri']","['32', '32', '33', '39', '39']",MID
Pyke,PLATINUM,3,"['Kassadin', 'Lissandra', 'Vex', 'Twisted Fate', 'Viktor']","['17', '32', '32', '33', '33']",MID
Urgot,PLATINUM,3,"['Talon', 'Syndra', 'Akshan', 'Ekko', 'Morgana']","['17', '18', '25', '33', '33']",MID
Rumble,PLATINUM,3,"['Lissandra', 'Veigar', 'Neeko', 'Vex', 'Gangplank']","['35', '39', '40', '45', '45']",MID
Jayce,PLATINUM,3,"['Malphite', 'Xerath', 'Anivia', 'Tristana', 'Talon']","['40', '42', '42', '42', '42']",MID
Teemo,PLATINUM,3,"['Aurelion Sol', 'Azir', 'Swain', 'Xerath', 'Zed']","['17', '32', '33', '34', '37']",MID
Ahri,PLATINUM,2,"['Xerath', 'Vex', 'Twisted Fate', 'Orianna', 'Lux']","['45', '47', '47', '47', '47']",MID
Qiyana,PLATINUM,4,"['Naafiri', 'Ryze', 'Malphite', ""Vel'Koz"", 'Anivia']","['33', '37', '38', '41', '42']",MID
Ksante,PLATINUM,4,"['Naafiri', 'Lissandra', 'Fizz', 'Lux', 'Orianna']","['13', '26', '32', '37', '38']",MID
Tristana,PLATINUM,3,"['Vladimir', ""Vel'Koz"", 'Brand', 'Pantheon', 'Malphite']","['38', '38', '41', '41', '41']",MID
Lissandra,PLATINUM,3,"['Veigar', 'Cassiopeia', 'Anivia', 'Swain', 'Qiyana']","['45', '45', '46', '46', '46']",MID
Sett,PLATINUM,3,"['Galio', 'Viktor', 'Akshan', 'Malzahar', 'Orianna']","['30', '39', '43', '43', '44']",MID
TahmKench,PLATINUM,3,"['Ziggs', 'Naafiri', 'Ekko', 'Talon', 'Malzahar']","['17', '20', '22', '25', '33']",MID
Zed,PLATINUM,1,"['Malphite', 'Anivia', 'Lux', 'Qiyana', 'Galio']","['43', '44', '46', '46', '46']",MID
Renekton,PLATINUM,4,"['Diana', 'Syndra', 'Twisted Fate', 'Malphite', 'Viktor']","['32', '37', '39', '40', '41']",MID
Nunu,PLATINUM,4,"['Kassadin', 'Aurelion Sol', 'Brand', 'Cassiopeia', 'Naafiri']","['20', '31', '33', '35', '36']",MID
Karthus,PLATINUM,3,"['Galio', 'Sylas', 'Fizz', 'Talon', 'Cassiopeia']","['25', '34', '35', '40', '43']",MID
Seraphine,PLATINUM,3,"['Fizz', 'Diana', 'Swain', 'Neeko', 'Cassiopeia']","['34', '35', '37', '38', '40']",MID
Morgana,PLATINUM,2,"['Annie', 'Twisted Fate', 'Ziggs', 'Cassiopeia', ""Vel'Koz""]","['33', '38', '40', '40', '41']",MID
Malphite,PLATINUM,3,"['Neeko', 'Aurelion Sol', 'Sylas', 'Lissandra', 'Xerath']","['37', '38', '38', '40', '42']",MID
Mordekaiser,PLATINUM,3,"['Aurelion Sol', 'LeBlanc', 'Kassadin', 'Orianna', 'Vladimir']","['30', '33', '33', '39', '40']",MID
Velkoz,PLATINUM,3,"['Akshan', 'Twisted Fate', 'Ekko', 'Naafiri', 'Xerath']","['41', '42', '43', '44', '45']",MID
Zoe,PLATINUM,4,"['Brand', 'Kassadin', 'Anivia', 'Talon', 'Diana']","['39', '39', '41', '44', '44']",MID
Kaisa,PLATINUM,4,"['Tristana', 'Diana', 'Jayce', 'Fizz', 'Kassadin']","['26', '32', '36', '37', '38']",MID
Gwen,PLATINUM,4,"['LeBlanc', 'Ahri', 'Veigar', 'Viktor', 'Mordekaiser']","['20', '24', '25', '25', '25']",MID
Yone,PLATINUM,1,"['Ziggs', 'Annie', 'Akshan', 'Vex', 'Neeko']","['43', '45', '45', '45', '46']",MID
Ziggs,PLATINUM,3,"['Kassadin', 'Diana', ""Vel'Koz"", 'Cassiopeia', 'Viktor']","['38', '40', '41', '41', '42']",MID
Ornn,PLATINUM,4,"['Annie', 'Cassiopeia', 'Neeko', 'Lissandra', 'Teemo']","['0', '0', '0', '0', '0']",MID
Chogath,PLATINUM,4,"['Tristana', 'Brand', 'Cassiopeia', 'Xerath', 'Galio']","['32', '33', '36', '43', '44']",MID
Orianna,PLATINUM,1,"['Aurelion Sol', 'Viktor', 'Akshan', 'Diana', 'Brand']","['44', '46', '46', '46', '47']",MID
Azir,PLATINUM,3,"['Xerath', 'Cassiopeia', 'Zoe', 'Viktor', 'Twisted Fate']","['39', '42', '43', '43', '43']",MID
Sion,PLATINUM,3,"['Xerath', 'Aurelion Sol', 'Anivia', 'Viktor', 'Qiyana']","['29', '33', '33', '38', '39']",MID
Gangplank,PLATINUM,4,"['Aurelion Sol', 'Ziggs', 'Talon', 'Xerath', 'Viktor']","['35', '35', '37', '37', '39']",MID
LeBlanc,PLATINUM,3,"['Tristana', 'Malzahar', 'Naafiri', 'Xerath', 'Galio']","['42', '42', '42', '44', '44']",MID
Ezreal,PLATINUM,4,"['Ziggs', 'Diana', 'Galio', 'Cassiopeia', 'Brand']","['29', '33', '33', '35', '35']",MID
Hwei,PLATINUM,2,"['Aurelion Sol', 'Ziggs', 'Fizz', 'Anivia', 'Naafiri']","['34', '34', '34', '34', '35']",MID
Varus,PLATINUM,5,"['Neeko', 'Malphite', 'Ryze', 'Cassiopeia', 'Ekko']","['28', '29', '30', '31', '31']",MID
Shyvana,PLATINUM,3,"['Ryze', 'Taliyah', 'Cassiopeia', 'Talon', 'Swain']","['0', '0', '20', '25', '25']",MID
Ryze,PLATINUM,3,"['Brand', 'Aurelion Sol', 'Naafiri', 'Pantheon', 'Anivia']","['30', '38', '39', '42', '44']",MID
Zyra,PLATINUM,3,"['Akshan', 'Irelia', 'Kassadin', 'Xerath', 'Ahri']","['29', '32', '33', '35', '38']",MID
Shen,PLATINUM,4,"['Akshan', 'Gwen', 'Malzahar', 'Akali', 'Veigar']","['0', '0', '17', '26', '30']",MID
XinZhao,PLATINUM,3,"['Heimerdinger', 'Vex', 'Xerath', 'Annie', 'Malphite']","['0', '25', '25', '33', '33']",MID
Karma,PLATINUM,5,"['Aurelion Sol', 'Jayce', 'Tristana', 'Naafiri', 'Cassiopeia']","['0', '18', '27', '29', '29']",MID
Yorick,PLATINUM,3,"['Irelia', 'Kassadin', 'Malzahar', 'Cassiopeia', 'Garen']","['31', '33', '38', '38', '38']",MID
Corki,PLATINUM,4,"['Vladimir', 'Kassadin', 'Vex', 'Naafiri', 'Brand']","['28', '35', '40', '41', '41']",MID
Kogmaw,PLATINUM,4,"['Ekko', 'Naafiri', 'Lissandra', 'Aurelion Sol', 'Ziggs']","['13', '14', '20', '30', '33']",MID
Lucian,PLATINUM,5,"['Qiyana', 'Naafiri', 'Neeko', 'Anivia', 'Brand']","['17', '29', '30', '30', '36']",MID
Karthus,PLATINUM,2,"[""Kog'Maw"", 'Nilah', 'Lucian', ""Kai'Sa""]","['30', '44', '46', '48']",ADC
Vayne,PLATINUM,1,[],[],ADC
Jhin,PLATINUM,1,"['Ziggs', 'Vayne', 'Nilah', 'Yasuo']","['49', '49', '50', '50']",ADC
Yasuo,PLATINUM,3,"['Nilah', ""Kog'Maw"", 'Vayne', 'Ziggs', 'Sivir']","['43', '43', '45', '46', '49']",ADC
Cassiopeia,PLATINUM,2,"['Kalista', 'Sivir', 'Vayne', 'Aphelios', 'Tristana']","['38', '41', '43', '44', '44']",ADC
Ezreal,PLATINUM,1,"['Vayne', 'Jhin', 'Yasuo', ""Kog'Maw"", 'Nilah']","['47', '48', '48', '48', '48']",ADC
Ashe,PLATINUM,2,"['Ziggs', 'Jhin', 'Nilah', 'Varus']","['47', '49', '50', '50']",ADC
Swain,PLATINUM,2,"[""Kog'Maw"", 'Twitch', 'Aphelios', 'Sivir', 'Lucian']","['37', '42', '47', '48', '50']",ADC
Jinx,PLATINUM,2,"['Twitch', 'Ziggs', 'Jhin', 'Vayne', 'Lucian']","['48', '49', '49', '50', '50']",ADC
Brand,PLATINUM,2,"['Aphelios', 'Tahm Kench', 'Yasuo', 'Tristana', 'Samira']","['33', '36', '40', '41', '44']",ADC
Twitch,PLATINUM,2,"['Nilah', 'Yasuo', 'Ziggs', 'Varus', 'Vayne']","['46', '47', '47', '48', '49']",ADC
Quinn,PLATINUM,2,"['Varus', 'Ezreal', 'Xayah', 'Caitlyn', 'Jinx']","['27', '42', '45', '46', '47']",ADC
Seraphine,PLATINUM,2,"['Nilah', 'Kalista', 'Vayne', 'Tristana', 'Miss Fortune']","['41', '47', '48', '48', '49']",ADC
Heimerdinger,PLATINUM,2,"['Caitlyn', 'Miss Fortune', 'Twitch', 'Draven', 'Nilah']","['41', '44', '44', '45', '45']",ADC
Ziggs,PLATINUM,3,"['Vayne', 'Draven', 'Sivir', 'Yasuo', 'Lucian']","['44', '47', '47', '49', '50']",ADC
TahmKench,PLATINUM,2,"['Ziggs', 'Nilah', 'Vayne']","['45', '48', '49']",ADC
Draven,PLATINUM,3,"['Yasuo', 'Twitch', 'Lucian', 'Sivir', 'Vayne']","['46', '46', '47', '47', '48']",ADC
Nilah,PLATINUM,2,"['Ziggs', 'Sivir', ""Kog'Maw"", 'Xayah', 'Vayne']","['43', '47', '49', '49', '49']",ADC
AurelionSol,PLATINUM,2,"[""Kog'Maw"", 'Lucian', 'Seraphine', 'Draven', ""Kai'Sa""]","['33', '39', '40', '43', '44']",ADC
Akshan,PLATINUM,2,"['Kalista', 'Ziggs', 'Sivir', 'Samira', 'Xayah']","['29', '33', '36', '38', '41']",ADC
MissFortune,PLATINUM,2,['Ziggs'],['48'],ADC
Kogmaw,PLATINUM,3,"['Kalista', 'Twitch', 'Aphelios', 'Jhin', 'Lucian']","['48', '49', '49', '49', '50']",ADC
Kalista,PLATINUM,4,"['Ashe', 'Twitch', 'Miss Fortune', 'Varus', 'Vayne']","['45', '45', '46', '46', '47']",ADC
Veigar,PLATINUM,3,"[""Kog'Maw"", 'Zeri', 'Twitch', 'Xayah', 'Jhin']","['46', '47', '49', '49', '50']",ADC
Caitlyn,PLATINUM,1,"['Ziggs', 'Jhin', 'Ashe', 'Jinx', 'Twitch']","['47', '49', '49', '49', '49']",ADC
Varus,PLATINUM,3,"['Ziggs', 'Jhin', 'Nilah', 'Lucian', 'Ashe']","['46', '48', '49', '49', '49']",ADC
Xayah,PLATINUM,4,"['Ziggs', 'Yasuo', 'Jhin', 'Ezreal', 'Twitch']","['43', '44', '45', '47', '47']",ADC
Kaisa,PLATINUM,2,"[""Kog'Maw"", 'Nilah', 'Ziggs', 'Samira', 'Twitch']","['44', '46', '46', '47', '47']",ADC
Aphelios,PLATINUM,4,"['Twitch', 'Sivir', 'Draven', 'Ziggs', 'Miss Fortune']","['44', '44', '46', '46', '46']",ADC
Senna,PLATINUM,4,"['Kalista', 'Ziggs', ""Kog'Maw"", 'Varus', 'Nilah']","['33', '36', '38', '43', '43']",ADC
Samira,PLATINUM,2,"['Ziggs', 'Nilah', 'Jinx', ""Kog'Maw"", 'Vayne']","['46', '46', '47', '48', '48']",ADC
Tristana,PLATINUM,3,"['Yasuo', 'Nilah', 'Samira', 'Vayne', 'Draven']","['42', '47', '47', '47', '48']",ADC
Hwei,PLATINUM,5,"['Kalista', 'Varus', 'Sivir', 'Draven', 'Tristana']","['35', '35', '36', '37', '37']",ADC
Lucian,PLATINUM,3,"['Ashe', 'Kalista', 'Jhin', 'Caitlyn', 'Vayne']","['48', '48', '48', '48', '48']",ADC
Chogath,PLATINUM,5,"['Swain', 'Twitch', ""Kog'Maw"", 'Aphelios', 'Samira']","['0', '27', '33', '37', '40']",ADC
Sivir,PLATINUM,3,"['Vayne', 'Jhin', ""Kog'Maw"", 'Kalista', 'Twitch']","['46', '47', '48', '48', '48']",ADC
Corki,PLATINUM,3,"['Veigar', 'Twitch', 'Sivir', 'Ziggs', 'Samira']","['0', '17', '29', '33', '38']",ADC
Zeri,PLATINUM,5,"['Twitch', 'Vayne', 'Varus', 'Draven', 'Caitlyn']","['43', '45', '45', '45', '45']",ADC
Rakan,PLATINUM,1,"['Taric', 'Morgana', 'Zyra', 'Heimerdinger', 'Neeko']","['45', '46', '47', '48', '48']",SUPPORT
Janna,PLATINUM,2,"['Maokai', 'Zyra', 'Xerath', 'Senna', 'Renata Glasc']","['45', '46', '47', '47', '47']",SUPPORT
Taliyah,PLATINUM,3,"['Fiddlesticks', ""Vel'Koz"", 'Taric', 'Lulu', 'Shaco']","['14', '28', '29', '33', '33']",SUPPORT
Sylas,PLATINUM,2,"['Braum', 'Pantheon', 'Shaco', 'Heimerdinger', 'Renata Glasc']","['38', '38', '38', '42', '43']",SUPPORT
Poppy,PLATINUM,2,"['Maokai', 'Braum', 'Malphite', 'Bard', 'Yuumi']","['38', '38', '39', '41', '42']",SUPPORT
Xerath,PLATINUM,1,"['Maokai', 'Alistar', 'Milio', 'Nami', 'Pyke']","['46', '49', '49', '49', '49']",SUPPORT
Senna,PLATINUM,1,"['Zyra', 'Xerath', 'Lux', 'Renata Glasc', 'Taric']","['46', '48', '49', '49', '49']",SUPPORT
Blitzcrank,PLATINUM,1,"['Braum', 'Shaco', 'Sylas', 'Rakan', 'Heimerdinger']","['46', '46', '47', '48', '49']",SUPPORT
Zyra,PLATINUM,1,"['Maokai', 'Xerath', 'Sona']","['48', '48', '49']",SUPPORT
Brand,PLATINUM,2,"['Maokai', 'Shaco', 'Janna', 'Renata Glasc', 'Xerath']","['45', '46', '46', '46', '47']",SUPPORT
Soraka,PLATINUM,2,"['Shaco', 'Zilean', 'Bard', 'Milio', 'Sona']","['46', '47', '47', '47', '48']",SUPPORT
Bard,PLATINUM,2,"['Xerath', 'Sona', 'Zyra', 'Shaco', 'Brand']","['45', '47', '47', '47', '47']",SUPPORT
Lux,PLATINUM,1,"['Maokai', 'Xerath', 'Milio', 'Bard', 'Blitzcrank']","['44', '46', '48', '48', '49']",SUPPORT
Zac,PLATINUM,2,"['Taric', 'Janna', 'Swain', 'Renata Glasc', 'Alistar']","['38', '39', '41', '42', '44']",SUPPORT
Shaco,PLATINUM,2,"['Maokai', 'Twitch', 'Milio', 'Rell', 'Bard']","['41', '41', '45', '47', '48']",SUPPORT
Zilean,PLATINUM,2,"['Shaco', 'Sona', 'Xerath', 'Alistar', 'Nami']","['43', '45', '46', '47', '48']",SUPPORT
Fiddlesticks,PLATINUM,3,"['Maokai', 'Shaco', 'Zyra', 'Renata Glasc', 'Brand']","['34', '38', '40', '40', '43']",SUPPORT
Pyke,PLATINUM,2,"['Renata Glasc', 'Rakan', 'Nami', 'Blitzcrank', 'Janna']","['44', '45', '47', '47', '48']",SUPPORT
Taric,PLATINUM,2,"['Sona', 'Karma', 'Janna', 'Nami', 'Swain']","['42', '44', '45', '45', '46']",SUPPORT
Sona,PLATINUM,2,"['Blitzcrank', 'Tahm Kench', 'Braum', 'Maokai', 'Leona']","['46', '47', '47', '49', '49']",SUPPORT
Maokai,PLATINUM,2,"['Bard', 'Braum', 'Sona', 'Rakan', 'Janna']","['47', '49', '49', '49', '50']",SUPPORT
Alistar,PLATINUM,2,"['Taric', ""Vel'Koz"", 'Janna', 'Senna', 'Swain']","['43', '43', '44', '47', '47']",SUPPORT
Heimerdinger,PLATINUM,2,"['Maokai', 'Xerath', 'Bard', 'Ashe', 'Braum']","['40', '44', '44', '44', '45']",SUPPORT
Neeko,PLATINUM,2,"['Janna', 'Zyra', 'Renata Glasc', 'Braum', 'Morgana']","['42', '43', '43', '46', '46']",SUPPORT
Galio,PLATINUM,3,"['Janna', 'Milio', 'Pantheon', 'Zilean', 'Xerath']","['36', '40', '40', '42', '42']",SUPPORT
Kennen,PLATINUM,2,"['Twitch', 'Annie', 'Janna', ""Vel'Koz"", 'Renata Glasc']","['0', '0', '25', '25', '25']",SUPPORT
Leona,PLATINUM,1,"['Shaco', 'Morgana', 'Bard', 'Taric', 'Rakan']","['46', '47', '47', '49', '49']",SUPPORT
Thresh,PLATINUM,1,"['Janna', 'Renata Glasc', 'Morgana', 'Heimerdinger', 'Zyra']","['46', '46', '46', '46', '46']",SUPPORT
Nami,PLATINUM,2,"['Maokai', 'Rakan', 'Milio', 'Alistar', 'Janna']","['45', '47', '48', '48', '49']",SUPPORT
Teemo,PLATINUM,2,"['Maokai', 'Sona', 'Milio', 'Heimerdinger', 'Rakan']","['33', '40', '44', '44', '45']",SUPPORT
Zoe,PLATINUM,3,"['Zilean', 'Taric', 'Alistar', 'Teemo', 'Bard']","['32', '33', '38', '38', '39']",SUPPORT
Swain,PLATINUM,2,"['Nami', 'Milio', 'Soraka', 'Renata Glasc', 'Shaco']","['44', '44', '44', '45', '45']",SUPPORT
Milio,PLATINUM,2,"['Maokai', 'Zilean', 'Rell', 'Bard', 'Alistar']","['42', '44', '45', '46', '47']",SUPPORT
Karthus,PLATINUM,3,"['Janna', 'Zilean', 'Maokai', 'Sona', 'Nautilus']","['14', '17', '20', '25', '27']",SUPPORT
Morgana,PLATINUM,1,"['Heimerdinger', 'Shaco', 'Sona', 'Zyra', 'Milio']","['43', '45', '46', '48', '48']",SUPPORT
LeBlanc,PLATINUM,2,"['Shaco', 'Maokai', 'Nami', 'Swain', 'Braum']","['37', '38', '40', '40', '43']",SUPPORT
Velkoz,PLATINUM,2,"['Heimerdinger', 'Ashe', 'Rakan', 'Nami', 'Braum']","['44', '46', '47', '47', '48']",SUPPORT
Gragas,PLATINUM,4,"['Amumu', 'Heimerdinger', 'Twitch', 'LeBlanc', 'Braum']","['22', '25', '25', '25', '31']",SUPPORT
Ivern,PLATINUM,3,"['Taric', 'Tahm Kench', 'Rell', 'Soraka', 'Veigar']","['0', '25', '29', '33', '33']",SUPPORT
Rumble,PLATINUM,4,"['Tahm Kench', 'Teemo', 'Xerath', 'Milio', 'Hwei']","['0', '25', '26', '29', '29']",SUPPORT
Nidalee,PLATINUM,3,"['Zac', 'Alistar', 'Rell', 'Renata Glasc', 'Miss Fortune']","['14', '31', '33', '33', '33']",SUPPORT
Ahri,PLATINUM,3,"['Shaco', 'Renata Glasc', 'Brand', 'Yuumi', 'Rakan']","['14', '19', '33', '33', '34']",SUPPORT
Nautilus,PLATINUM,1,"['Taric', 'Swain', 'Nami', 'Janna', 'Heimerdinger']","['44', '45', '45', '46', '46']",SUPPORT
Annie,PLATINUM,3,"['Pantheon', 'Braum', 'Milio', 'Blitzcrank', 'Rell']","['38', '38', '39', '41', '43']",SUPPORT
Lissandra,PLATINUM,3,"['Sona', 'Brand', 'Renata Glasc', 'Bard', 'Lux']","['24', '33', '38', '39', '40']",SUPPORT
TahmKench,PLATINUM,3,"['Renata Glasc', 'Rell', 'Brand', 'Blitzcrank', 'Lulu']","['41', '42', '42', '44', '46']",SUPPORT
Rell,PLATINUM,3,"['Zilean', ""Vel'Koz"", 'Swain', 'Tahm Kench', 'Braum']","['41', '42', '43', '44', '44']",SUPPORT
Braum,PLATINUM,2,"['Taric', 'Maokai', 'Renata Glasc', 'Zyra', 'Xerath']","['41', '42', '45', '46', '46']",SUPPORT
Twitch,PLATINUM,3,"['Soraka', 'Yuumi', 'Sona', 'Bard', 'Senna']","['36', '42', '42', '44', '45']",SUPPORT
