rank,champion_name,tier,lane,win_rate,pick_rate,ban_rate,pbi,games_played,tier_rank
51,Neeko,B,top,51.43,0.13,4.02,0,4190,emerald
52,LeBlanc,B,top,49.83,0.12,7.32,0,3865,emerald
53,Varus,B-,top,49.92,1.39,3.58,-2,44697,emerald
54,Renekton,B-,top,49.76,4.91,4.10,-8,157903,emerald
55,Kassadin,B-,top,51.31,0.06,3.62,0,1830,emerald
56,Ryze,B-,top,50.81,0.41,0.18,0,13223,emerald
57,Zed,B-,top,49.23,0.27,25.39,-1,8530,emerald
58,Rek'Sai,B-,top,50.00,0.03,0.86,0,1034,emerald
59,Annie,B-,top,51.83,0.04,0.42,0,1148,emerald
60,Gangplank,B-,top,50.12,3.99,3.13,-5,128480,emerald
61,Volibear,B-,top,50.81,4.02,1.40,-2,129380,emerald
62,Yasuo,C+,top,48.83,2.02,18.99,-6,65095,emerald
63,Yone,C+,top,48.88,9.74,29.24,-33,313351,emerald
64,Galio,C+,top,50.42,0.11,0.28,0,3413,emerald
65,Malzahar,C+,top,51.95,0.23,5.30,0,7552,emerald
66,Viktor,C+,top,51.39,0.13,1.55,0,4308,emerald
67,Rumble,C+,top,49.57,2.20,1.71,-4,70715,emerald
68,Naafiri,C+,top,51.37,0.20,2.93,0,6393,emerald
69,Gragas,C+,top,49.53,1.27,0.80,-2,41013,emerald
70,Akali,C,top,49.35,2.96,17.38,-7,95355,emerald
71,Lillia,C,top,50.91,0.25,2.17,0,8057,emerald
72,Wukong,C,top,51.51,0.56,0.31,0,17951,emerald
73,Lissandra,C,top,50.80,0.10,1.58,0,3370,emerald
74,Karthus,C,top,46.55,0.10,2.04,0,3134,emerald
75,Graves,C,top,47.57,0.34,13.09,-1,10975,emerald
76,Kalista,C,top,46.23,0.18,1.84,-1,5903,emerald
77,Aurelion Sol,C,top,50.14,0.08,1.08,0,2497,emerald
78,Kayn,C-,top,47.41,0.27,10.33,-1,8596,emerald
79,Master Yi,C-,top,48.17,0.25,10.09,-1,8013,emerald
80,Ivern,C-,top,46.94,0.03,1.04,0,1093,emerald
81,Ahri,C-,top,49.43,0.17,2.16,0,5365,emerald
82,Rammus,C-,top,50.28,0.25,9.94,0,7958,emerald
83,Veigar,D+,top,50.45,0.13,1.50,0,4339,emerald
84,Yorick,D+,top,50.05,2.39,3.06,-3,77030,emerald
85,Sion,D+,top,49.49,3.60,1.69,-7,115931,emerald
86,Shaco,D+,top,48.51,0.27,23.07,-1,8551,emerald
87,Karma,D,top,47.09,0.20,1.74,-1,6388,emerald
88,Briar,D,top,47.67,0.16,34.05,-1,5131,emerald
89,Xin Zhao,D,top,48.81,0.21,0.21,-1,6687,emerald
90,Corki,D,top,48.79,0.03,0.10,0,867,emerald
91,Sejuani,D-,top,48.40,0.14,0.30,0,4576,emerald
92,Shyvana,D-,top,49.40,0.35,0.31,-1,11220,emerald
93,Skarner,D-,top,45.37,0.11,0.09,-1,3414,emerald
1,Jax,S+,jungle,52.01,1.39,23.29,1,45015,emerald
2,Briar,S+,jungle,53.59,7.02,34.05,25,227789,emerald
3,Master Yi,S,jungle,52.21,5.84,10.09,6,189480,emerald
4,Graves,S,jungle,51.36,13.16,13.09,1,427052,emerald
5,Kha'Zix,S-,jungle,51.82,8.58,5.59,5,278415,emerald
6,Bel'Veth,S-,jungle,51.28,3.93,5.02,0,127582,emerald
7,Kayn,S-,jungle,51.31,9.85,10.33,0,319509,emerald
8,Ivern,A+,jungle,53.10,1.48,1.04,3,48051,emerald
9,Nocturne,A+,jungle,53.71,10.71,20.63,33,347486,emerald
10,Ekko,A+,jungle,51.46,5.93,2.63,1,192281,emerald
11,Poppy,A+,jungle,51.38,2.71,3.65,0,87826,emerald
12,Evelynn,A,jungle,52.51,4.25,8.24,6,137939,emerald
13,Zac,A,jungle,51.83,3.42,1.81,2,110898,emerald
14,Shaco,A,jungle,51.97,5.72,23.07,5,185514,emerald
15,Karthus,A,jungle,50.92,2.59,2.04,-1,84069,emerald
16,Fiddlesticks,A,jungle,52.95,3.32,2.99,6,107736,emerald
17,Taliyah,A,jungle,50.75,2.87,1.63,-2,93276,emerald
18,Brand,A-,jungle,51.90,4.51,5.47,3,146426,emerald
19,Rammus,A-,jungle,54.03,3.15,9.94,10,102224,emerald
20,Hecarim,A-,jungle,50.16,5.21,5.26,-6,168972,emerald
21,Warwick,A-,jungle,52.63,2.48,1.16,3,80495,emerald
22,Kindred,A-,jungle,50.52,2.45,1.39,-2,79577,emerald
23,Udyr,A-,jungle,51.68,1.95,1.04,1,63393,emerald
24,Maokai,B+,jungle,52.06,2.42,0.70,2,78502,emerald
25,Rek'Sai,B+,jungle,51.25,1.28,0.86,0,41385,emerald
26,Gragas,B+,jungle,50.91,3.10,0.80,-1,100635,emerald
27,Rengar,B+,jungle,50.12,3.06,3.15,-4,99274,emerald
28,Viego,B+,jungle,50.40,6.89,1.72,-6,223706,emerald
29,Talon,B+,jungle,50.98,2.01,2.69,-1,65208,emerald
30,Nunu,B,jungle,50.94,2.36,0.42,-1,76586,emerald
31,Skarner,B,jungle,51.94,0.46,0.09,0,14989,emerald
32,Jarvan IV,B,jungle,50.65,7.27,5.17,-5,235924,emerald
33,Trundle,B,jungle,52.99,1.30,19.48,3,42071,emerald
34,Lillia,B,jungle,51.71,3.46,2.17,2,112204,emerald
35,Gwen,B,jungle,51.37,0.50,2.49,0,16308,emerald
36,Rumble,B,jungle,51.20,0.45,1.71,0,14572,emerald
37,Diana,B,jungle,50.84,4.46,1.73,-2,144605,emerald
38,Lee Sin,B,jungle,49.88,17.77,12.88,-28,576566,emerald
39,Rell,B-,jungle,50.75,0.36,2.49,0,11584,emerald
40,Elise,B-,jungle,50.72,2.11,1.52,-1,68561,emerald
41,Amumu,B-,jungle,51.88,2.58,0.94,2,83640,emerald
42,Vi,B-,jungle,51.23,5.02,1.26,0,162876,emerald
43,Xin Zhao,B-,jungle,51.13,1.97,0.21,0,63775,emerald
44,Sylas,B-,jungle,48.81,3.11,22.28,-10,100978,emerald
45,Olaf,C+,jungle,50.49,0.19,1.78,0,6251,emerald
46,Nidalee,C+,jungle,49.39,3.80,2.52,-7,123258,emerald
47,Pantheon,C+,jungle,49.86,0.49,3.04,-1,15890,emerald
48,Shyvana,C+,jungle,51.55,1.85,0.31,1,59984,emerald
49,Darius,C+,jungle,49.19,0.17,16.02,0,5521,emerald
50,Singed,C+,jungle,50.79,0.09,0.41,0,2845,emerald
51,Zed,C+,jungle,48.99,0.87,25.39,-3,28108,emerald
52,Volibear,C,jungle,50.90,0.53,1.40,0,17271,emerald
53,Mordekaiser,C,jungle,51.28,0.33,5.35,0,10662,emerald
54,Neeko,C,jungle,50.36,0.14,4.02,0,4500,emerald
55,Taric,C,jungle,50.44,0.05,0.21,0,1719,emerald
56,Qiyana,C,jungle,48.05,0.41,0.44,-1,13180,emerald
57,Morgana,C-,jungle,50.79,0.40,23.97,0,13086,emerald
58,Teemo,C-,jungle,50.09,0.47,4.08,-1,15256,emerald
59,Sion,C-,jungle,49.08,0.13,1.69,0,4240,emerald
60,Twitch,C-,jungle,43.99,0.18,4.05,-1,5840,emerald
61,Sejuani,D+,jungle,49.68,2.22,0.30,-4,72203,emerald
62,Tryndamere,D+,jungle,45.48,0.09,2.63,-1,2887,emerald
63,Shen,D+,jungle,45.78,0.05,0.23,0,1518,emerald
64,Dr. Mundo,D,jungle,49.17,0.13,1.34,0,4179,emerald
65,Nasus,D,jungle,48.20,0.13,5.22,0,4259,emerald
66,Cho'Gath,D-,jungle,45.47,0.09,0.51,-1,2859,emerald
67,Wukong,D-,jungle,48.58,1.52,0.31,-4,49233,emerald
68,Naafiri,D-,jungle,43.01,0.11,2.93,-1,3525,emerald
1,Sylas,S+,middle,52.12,10.54,22.28,12,341028,emerald
2,Taliyah,S+,middle,53.44,0.92,1.63,2,29884,emerald
3,Talon,S,middle,53.16,4.00,2.69,8,129284,emerald
4,Syndra,S,middle,51.32,9.76,9.87,0,315642,emerald
5,Camille,S,middle,55.28,0.13,2.37,1,4322,emerald
6,Xerath,S,middle,53.86,3.93,16.04,12,127185,emerald
7,Galio,S-,middle,53.29,1.86,0.28,4,60217,emerald
8,Fizz,S-,middle,53.85,6.18,10.82,18,199897,emerald
9,Katarina,S-,middle,51.54,5.82,5.93,2,188380,emerald
10,Singed,S-,middle,57.87,0.24,0.41,2,7829,emerald
11,Akshan,A+,middle,52.98,2.14,3.69,4,69346,emerald
12,Twisted Fate,A+,middle,52.76,4.89,0.29,7,158105,emerald
13,Swain,A+,middle,54.77,1.00,2.23,4,32254,emerald
14,Riven,A+,middle,53.79,0.33,2.14,1,10827,emerald
15,Vladimir,A+,middle,52.36,3.37,4.08,4,108881,emerald
16,Lux,A,middle,52.71,3.75,7.31,6,121253,emerald
17,Ekko,A,middle,52.02,2.74,2.63,2,88584,emerald
18,Yasuo,A,middle,50.55,8.73,18.99,-8,282453,emerald
19,Irelia,A,middle,51.89,4.19,11.36,3,135487,emerald
20,Zac,A,middle,54.47,0.17,1.81,1,5632,emerald
21,Cassiopeia,A,middle,52.48,1.41,1.23,2,45614,emerald
22,Neeko,A,middle,53.32,2.13,4.02,5,68978,emerald
23,Brand,A,middle,53.26,0.94,5.47,2,30396,emerald
24,Anivia,A-,middle,53.67,1.90,1.53,5,61464,emerald
25,Quinn,A-,middle,54.97,0.19,1.54,1,6225,emerald
26,Naafiri,A-,middle,53.94,1.35,2.93,4,43779,emerald
27,Akali,A-,middle,51.14,9.07,17.38,-1,293445,emerald
28,Tryndamere,A-,middle,53.15,0.23,2.63,0,7543,emerald
29,Heimerdinger,A-,middle,54.00,0.33,0.94,1,10705,emerald
30,Kennen,A-,middle,54.07,0.35,0.79,1,11192,emerald
31,Illaoi,A-,middle,54.38,0.11,11.34,0,3606,emerald
32,Pantheon,B+,middle,52.62,1.85,3.04,3,59764,emerald
33,Kassadin,B+,middle,52.99,2.64,3.62,5,85439,emerald
34,Qiyana,B+,middle,51.10,2.00,0.44,0,64592,emerald
35,Vex,B+,middle,53.57,3.67,4.00,9,118756,emerald
36,Zed,B+,middle,50.36,7.88,25.39,-10,255075,emerald
37,Annie,B+,middle,53.52,1.26,0.42,3,40625,emerald
38,Fiddlesticks,B+,middle,55.84,0.12,2.99,1,3877,emerald
39,Nasus,B+,middle,54.23,0.41,5.22,1,13368,emerald
40,Karthus,B+,middle,51.21,0.16,2.04,0,5315,emerald
41,Jayce,B,middle,50.28,3.41,3.49,-3,110430,emerald
42,Gragas,B,middle,52.11,0.45,0.80,0,14430,emerald
43,Zilean,B,middle,53.37,0.21,0.63,0,6715,emerald
44,Aurelion Sol,B,middle,52.83,2.11,1.08,3,68311,emerald
45,Diana,B,middle,53.16,1.57,1.73,3,50697,emerald
46,Renekton,B,middle,52.30,0.43,4.10,0,14046,emerald
47,Garen,B,middle,54.54,0.40,5.36,1,12912,emerald
48,Kled,B,middle,54.11,0.13,0.71,0,4254,emerald
49,Gwen,B,middle,53.93,0.10,2.49,0,3284,emerald
50,Zoe,B,middle,50.75,2.10,0.92,-1,67840,emerald
51,Tahm Kench,B,middle,54.58,0.09,1.47,0,2979,emerald
52,Lissandra,B,middle,52.54,3.30,1.58,4,106721,emerald
53,Ahri,B-,middle,51.92,6.95,2.16,5,224950,emerald
54,Viktor,B-,middle,52.56,3.92,1.55,5,126790,emerald
55,Rumble,B-,middle,52.54,0.51,1.71,1,16446,emerald
56,Malzahar,B-,middle,53.24,3.87,5.30,8,125084,emerald
57,Aatrox,B-,middle,51.16,0.44,14.09,0,14121,emerald
58,Veigar,B-,middle,52.69,3.60,1.50,5,116438,emerald
59,Twitch,B-,middle,52.32,0.23,4.05,0,7397,emerald
60,Kayle,B-,middle,53.70,0.26,1.14,1,8534,emerald
61,K'Sante,B-,middle,49.71,0.24,6.42,0,7894,emerald
62,Tristana,C+,middle,52.11,0.95,1.14,1,30853,emerald
63,Ornn,C+,middle,52.32,0.08,0.69,0,2475,emerald
64,Sett,C+,middle,53.47,0.28,1.59,1,8977,emerald
65,Yone,C+,middle,50.03,8.82,29.24,-15,285414,emerald
66,Ziggs,C+,middle,51.89,0.99,3.10,1,32023,emerald
67,Pyke,C+,middle,51.10,0.14,10.50,0,4663,emerald
68,Malphite,C+,middle,52.67,0.96,11.20,2,30930,emerald
69,Vel'Koz,C+,middle,52.15,0.86,0.37,1,27963,emerald
70,Orianna,C,middle,49.91,9.68,11.59,-15,313211,emerald
71,Mordekaiser,C,middle,53.32,0.21,5.35,0,6952,emerald
72,Ryze,C,middle,51.01,1.45,0.18,0,46893,emerald
73,Shen,C,middle,52.91,0.05,0.23,0,1771,emerald
74,Urgot,C,middle,52.29,0.05,0.46,0,1591,emerald
75,Morgana,C,middle,53.05,0.41,23.97,1,13167,emerald
76,Azir,C,middle,49.55,3.76,0.73,-7,121708,emerald
77,Nunu,C,middle,50.29,0.32,0.42,0,10453,emerald
78,Seraphine,C-,middle,51.13,0.24,0.62,0,7704,emerald
79,LeBlanc,C-,middle,49.97,4.16,7.32,-6,134462,emerald
80,Gangplank,C-,middle,51.48,0.45,3.13,0,14593,emerald
81,Hwei,C-,middle,42.40,12.07,28.67,-150,390507,emerald
82,Cho'Gath,C-,middle,51.46,0.53,0.51,0,17249,emerald
83,Sion,D+,middle,51.50,0.39,1.69,0,12459,emerald
84,Varus,D+,middle,48.25,0.34,3.58,-1,11126,emerald
85,Yorick,D+,middle,52.63,0.15,3.06,0,4716,emerald
86,Teemo,D+,middle,51.19,0.16,4.08,0,5062,emerald
87,Karma,D,middle,49.23,0.15,1.74,0,4877,emerald
88,Wukong,D,middle,52.76,0.08,0.31,0,2500,emerald
89,Xin Zhao,D,middle,51.40,0.09,0.21,0,2813,emerald
90,Corki,D,middle,50.27,0.85,0.10,-1,27659,emerald
91,Kog'Maw,D-,middle,51.26,0.13,0.29,0,4134,emerald
92,Lucian,D-,middle,46.22,0.37,4.46,-2,11885,emerald
93,Shyvana,D-,middle,50.23,0.07,0.31,0,2206,emerald
1,Vayne,S+,bottom,53.23,11.22,10.39,24,364412,emerald
2,Ezreal,S,bottom,51.65,24.24,12.45,10,787565,emerald
3,Karthus,S-,bottom,54.36,0.29,2.04,1,9528,emerald
4,Jhin,S-,bottom,52.50,17.09,2.30,22,555169,emerald
5,Ashe,A+,bottom,52.58,10.32,7.49,15,335180,emerald
6,Yasuo,A+,bottom,51.58,1.37,18.99,1,44548,emerald
7,Jinx,A,bottom,52.08,11.68,1.34,10,379615,emerald
8,Swain,A,bottom,54.94,0.66,2.23,2,21446,emerald
9,Brand,A,bottom,54.52,0.30,5.47,1,9672,emerald
10,Cassiopeia,A-,bottom,52.97,0.15,1.23,0,4846,emerald
11,Twitch,A-,bottom,52.45,5.15,4.05,6,167363,emerald
12,Akshan,A-,bottom,53.16,0.09,3.69,0,2816,emerald
13,Draven,A-,bottom,50.49,5.45,13.82,-5,177030,emerald
14,Tahm Kench,B+,bottom,55.70,0.36,1.47,2,11850,emerald
15,Ziggs,B+,bottom,52.76,2.37,3.10,4,77081,emerald
16,Seraphine,B+,bottom,54.16,0.88,0.62,3,28577,emerald
17,Heimerdinger,B+,bottom,53.03,0.13,0.94,0,4128,emerald
18,Varus,B,bottom,50.62,10.35,3.58,-7,336181,emerald
19,Nilah,B,bottom,52.17,1.76,3.77,2,57053,emerald
20,Aurelion Sol,B,bottom,53.46,0.10,1.08,0,3124,emerald
21,Miss Fortune,B,bottom,52.95,7.33,1.35,12,238036,emerald
22,Samira,B-,bottom,50.91,8.09,19.30,-4,262782,emerald
23,Lucian,B-,bottom,51.31,13.64,4.46,1,443184,emerald
24,Caitlyn,B-,bottom,50.92,17.02,12.73,-7,553133,emerald
25,Kalista,B-,bottom,49.73,3.20,1.84,-5,103841,emerald
26,Kog'Maw,C+,bottom,52.51,1.33,0.29,2,43103,emerald
27,Tristana,C+,bottom,51.35,3.58,1.14,0,116365,emerald
28,Xayah,C+,bottom,49.79,7.28,2.99,-11,236643,emerald
29,Kai'Sa,C+,bottom,49.14,19.13,4.51,-43,621696,emerald
30,Aphelios,C,bottom,48.20,5.16,0.87,-16,167565,emerald
31,Veigar,C,bottom,52.23,0.59,1.50,1,19103,emerald
32,Senna,C,bottom,49.15,0.26,9.88,-1,8590,emerald
33,Vel'Koz,C-,bottom,52.09,0.07,0.37,0,2229,emerald
34,Quinn,C-,bottom,51.14,0.05,1.54,0,1486,emerald
35,Hwei,D+,bottom,45.51,0.73,28.67,-6,23642,emerald
36,Sivir,D+,bottom,50.69,3.52,0.91,-2,114421,emerald
37,Cho'Gath,D,bottom,50.82,0.11,0.51,0,3552,emerald
38,Zeri,D-,bottom,47.57,2.62,0.46,-10,84993,emerald
39,Corki,D-,bottom,49.28,0.04,0.10,0,1461,emerald
1,Rakan,S+,support,52.83,8.63,4.94,14,273826,emerald
2,Janna,S+,support,52.86,5.80,1.44,9,183976,emerald
3,Senna,S,support,52.09,11.56,9.88,10,366748,emerald
4,Taliyah,S,support,53.70,0.18,1.63,0,5581,emerald
5,Bard,S,support,51.78,3.90,0.45,2,123621,emerald
6,Thresh,S-,support,51.21,13.64,5.23,-1,432758,emerald
7,Blitzcrank,S-,support,52.54,8.70,33.43,17,276064,emerald
8,Xerath,S-,support,53.38,7.24,16.04,18,229915,emerald
9,Sylas,A+,support,51.47,0.95,22.28,0,30283,emerald
10,Zyra,A+,support,53.73,6.02,6.94,16,191003,emerald
11,Poppy,A+,support,52.59,0.39,3.65,1,12498,emerald
12,Zac,A+,support,53.20,0.63,1.81,1,20093,emerald
13,Ivern,A,support,52.99,0.12,1.04,0,3731,emerald
14,Soraka,A,support,52.85,5.10,1.78,8,161933,emerald
15,Pyke,A,support,51.62,6.87,10.50,3,217974,emerald
16,Lux,A,support,51.56,9.79,7.31,3,310770,emerald
17,Brand,A,support,52.13,3.87,5.47,4,122829,emerald
18,Taric,A,support,53.37,1.17,0.21,2,37010,emerald
19,Alistar,A-,support,51.33,4.77,2.10,0,151337,emerald
20,Sona,A-,support,53.67,2.12,0.07,5,67163,emerald
21,Zilean,A-,support,52.40,2.30,0.63,3,72896,emerald
22,Renata Glasc,A-,support,52.26,3.35,1.24,3,106224,emerald
23,Maokai,A-,support,53.91,1.59,0.70,4,50327,emerald
24,Fiddlesticks,A-,support,53.08,0.55,2.99,1,17467,emerald
25,Nautilus,A-,support,50.69,9.24,16.67,-6,293145,emerald
26,Shaco,B+,support,52.20,1.42,23.07,2,45187,emerald
27,Heimerdinger,B+,support,51.93,1.07,0.94,1,34090,emerald
28,Elise,B+,support,53.49,0.06,1.52,0,1948,emerald
29,Nami,B+,support,51.86,6.06,0.31,4,192202,emerald
30,Leona,B+,support,52.38,5.87,4.29,7,186314,emerald
31,Rell,B+,support,50.87,2.93,2.49,-1,93009,emerald
32,Annie,B+,support,52.99,0.36,0.42,1,11470,emerald
33,Milio,B+,support,51.80,5.10,1.83,3,161799,emerald
34,Neeko,B,support,51.85,2.14,4.02,1,67827,emerald
35,Karthus,B,support,49.58,0.07,2.04,0,2120,emerald
36,Zoe,B,support,50.45,0.33,0.92,0,10403,emerald
37,Swain,B,support,50.43,3.13,2.23,-3,99232,emerald
38,LeBlanc,B,support,50.82,0.62,7.32,0,19587,emerald
39,Galio,B,support,51.73,0.45,0.28,0,14256,emerald
40,Seraphine,B,support,50.67,2.76,0.62,-2,87594,emerald
41,Vel'Koz,B,support,52.07,2.02,0.37,2,64253,emerald
42,Morgana,B-,support,52.28,5.99,23.97,8,190076,emerald
43,Teemo,B-,support,51.70,0.49,4.08,0,15427,emerald
44,Tahm Kench,B-,support,51.69,0.83,1.47,0,26255,emerald
45,Twitch,B-,support,50.01,1.09,4.05,-1,34588,emerald
46,Gragas,B-,support,49.64,0.22,0.80,0,6902,emerald
47,Nidalee,B-,support,48.82,0.12,2.52,0,3886,emerald
48,Amumu,B-,support,52.14,0.63,0.94,1,20029,emerald
49,Braum,B-,support,51.54,2.93,0.53,1,92865,emerald
50,Kennen,C+,support,49.27,0.08,0.79,0,2618,emerald
51,Rumble,C+,support,48.94,0.07,1.71,0,2262,emerald
52,Syndra,C+,support,47.83,0.23,9.87,-1,7390,emerald
53,Lissandra,C+,support,51.01,0.27,1.58,0,8700,emerald
54,Karma,C+,support,49.59,6.15,1.74,-11,195157,emerald
55,Pantheon,C+,support,49.20,1.83,3.04,-4,58115,emerald
56,Jarvan IV,C+,support,48.51,0.17,5.17,0,5356,emerald
57,Bel'Veth,C,support,46.84,0.08,5.02,0,2688,emerald
58,Kog'Maw,C,support,51.19,0.04,0.29,0,1391,emerald
59,Camille,C,support,47.59,0.30,2.37,-1,9401,emerald
60,Lulu,C,support,49.94,6.99,4.74,-10,221953,emerald
61,Ashe,C,support,49.26,4.83,7.49,-11,153280,emerald
62,Anivia,C,support,49.71,0.29,1.53,0,9342,emerald
63,Shen,C-,support,49.68,0.32,0.23,-1,10194,emerald
64,Vex,C-,support,50.01,0.12,4.00,0,3925,emerald
65,Hwei,C-,support,41.57,2.99,28.67,-41,94862,emerald
66,Ziggs,C-,support,49.29,0.38,3.10,-1,12159,emerald
67,Singed,D+,support,47.11,0.07,0.41,0,2339,emerald
68,Yuumi,D+,support,49.22,4.58,4.34,-10,145211,emerald
69,Nunu,D+,support,40.06,0.09,0.42,-1,2923,emerald
70,Sion,D,support,47.78,0.14,1.69,0,4427,emerald
71,Sett,D,support,47.93,0.31,1.59,-1,9720,emerald
72,Cho'Gath,D,support,47.95,0.14,0.51,0,4592,emerald
73,Malphite,D-,support,47.91,0.38,11.20,-1,11940,emerald
74,Veigar,D-,support,46.87,0.46,1.50,-2,14726,emerald
75,Miss Fortune,D-,support,44.34,0.51,1.35,-4,16341,emerald
1,Jax,S+,top,50.38,10.47,20.82,1,319728,platinum
2,Vayne,S+,top,51.53,1.59,10.02,2,48448,platinum
3,Singed,S,top,52.82,1.58,0.43,4,48363,platinum
4,Fiora,S,top,51.25,5.19,8.52,6,158444,platinum
5,Poppy,S,top,50.98,1.19,2.74,1,36401,platinum
6,Cassiopeia,S,top,52.25,0.26,1.25,1,7972,platinum
7,Illaoi,S-,top,52.24,4.99,13.31,11,152391,platinum
8,Ornn,S-,top,52.22,3.15,0.73,6,96315,platinum
9,Akshan,S-,top,51.54,0.34,2.87,0,10461,platinum
10,Olaf,S-,top,51.30,1.99,1.76,2,60801,platinum
11,Zac,A+,top,51.75,0.54,1.51,1,16574,platinum
12,Camille,A+,top,50.23,4.18,1.95,0,127521,platinum
13,Quinn,A+,top,51.80,1.55,1.73,2,47439,platinum
14,Nasus,A+,top,53.06,5.45,6.22,16,166359,platinum
15,Tryndamere,A+,top,50.43,3.06,2.92,0,93324,platinum
16,Riven,A,top,50.05,5.12,1.59,-1,156454,platinum
17,Sylas,A,top,49.82,0.94,21.42,-1,28738,platinum
18,Garen,A,top,52.75,7.93,6.21,21,242293,platinum
19,Darius,A,top,50.01,7.49,17.14,-2,228834,platinum
20,Galio,A,top,51.46,0.11,0.32,0,3290,platinum
21,Kayle,A,top,52.74,3.08,1.22,8,94161,platinum
22,Malphite,A,top,52.53,6.18,10.19,15,188652,platinum
23,Kled,A,top,51.66,1.31,0.73,2,40004,platinum
24,Zed,A-,top,49.83,0.25,26.92,0,7686,platinum
25,Tahm Kench,A-,top,51.70,2.61,1.84,4,79733,platinum
26,Urgot,A-,top,51.34,2.09,0.66,2,63834,platinum
27,Rengar,A-,top,49.63,0.68,2.11,0,20787,platinum
28,Swain,A-,top,50.47,0.36,3.13,0,11006,platinum
29,Heimerdinger,A-,top,50.82,0.64,1.09,0,19690,platinum
30,Maokai,A-,top,52.21,0.53,0.66,1,16233,platinum
31,Warwick,A-,top,51.99,1.25,2.07,2,38194,platinum
32,Trundle,B+,top,52.20,10.08,19.86,24,307813,platinum
33,Teemo,B+,top,50.92,4.06,6.83,3,124142,platinum
34,Viktor,B+,top,52.25,0.13,1.44,0,3868,platinum
35,Neeko,B+,top,50.26,0.13,3.92,0,4011,platinum
36,Dr. Mundo,B+,top,52.52,2.37,1.89,5,72277,platinum
37,Naafiri,B+,top,51.98,0.20,3.31,0,6177,platinum
38,Mordekaiser,B+,top,51.57,4.86,6.94,7,148506,platinum
39,Fiddlesticks,B+,top,50.74,0.13,2.11,0,4097,platinum
40,Aatrox,B+,top,49.83,11.39,13.66,-6,348019,platinum
41,Sett,B+,top,50.46,5.25,2.14,1,160354,platinum
42,Udyr,B,top,49.87,0.50,1.03,0,15365,platinum
43,Aurelion Sol,B,top,51.26,0.10,1.20,0,2983,platinum
44,Cho'Gath,B,top,50.48,2.09,0.70,0,63864,platinum
45,Vladimir,B,top,49.72,0.73,3.59,0,22379,platinum
46,Jayce,B,top,48.10,4.92,2.95,-11,150201,platinum
47,Nidalee,B,top,48.00,0.07,1.75,0,2175,platinum
48,Lillia,B,top,51.28,0.34,2.40,0,10347,platinum
49,Shen,B,top,50.03,1.96,0.25,0,59723,platinum
50,Azir,B,top,48.66,0.11,0.71,0,3317,platinum
51,Varus,B,top,49.37,1.26,2.80,-1,38434,platinum
52,Pantheon,B,top,49.23,2.24,3.33,-2,68409,platinum
53,Qiyana,B-,top,47.73,0.05,0.34,0,1651,platinum
54,K'Sante,B-,top,47.29,3.17,5.48,-10,96818,platinum
55,Irelia,B-,top,49.60,3.86,11.08,-3,117959,platinum
56,Volibear,B-,top,50.23,4.24,1.62,0,129565,platinum
57,Rammus,B-,top,50.76,0.24,11.36,0,7480,platinum
58,Renekton,B-,top,48.69,4.42,3.53,-7,135029,platinum
59,Gwen,B-,top,49.47,3.52,2.36,-3,107594,platinum
60,Kennen,B-,top,48.70,1.50,0.70,-2,45949,platinum
61,Briar,B-,top,49.45,0.18,34.05,0,5543,platinum
62,Gnar,B-,top,49.39,2.88,0.65,-3,87868,platinum
63,Karthus,C+,top,47.21,0.10,1.18,0,3082,platinum
64,LeBlanc,C+,top,47.63,0.10,7.04,0,3179,platinum
65,Akali,C+,top,48.39,2.92,17.48,-7,89105,platinum
66,Gragas,C+,top,47.59,1.00,0.63,-3,30469,platinum
67,Kayn,C+,top,47.52,0.25,10.75,-1,7589,platinum
68,Rumble,C+,top,47.83,2.11,1.42,-5,64357,platinum
69,Rek'Sai,C+,top,46.22,0.02,0.62,0,753,platinum
70,Kalista,C+,top,45.88,0.22,1.38,-1,6801,platinum
71,Yone,C,top,47.94,9.67,28.79,-32,295337,platinum
72,Yasuo,C,top,47.11,2.27,21.73,-9,69184,platinum
73,Graves,C,top,46.68,0.36,10.04,-1,10982,platinum
74,Lissandra,C,top,49.34,0.09,1.40,0,2868,platinum
75,Anivia,C,top,48.88,0.06,1.28,0,1829,platinum
76,Kassadin,C,top,48.28,0.05,2.44,0,1537,platinum
77,Wukong,C,top,50.12,0.55,0.32,0,16859,platinum
78,Ahri,C,top,48.68,0.17,2.40,0,5057,platinum
79,Sion,C-,top,49.51,3.73,1.89,-3,113986,platinum
80,Shaco,C-,top,48.16,0.36,27.34,-1,11020,platinum
81,Malzahar,C-,top,49.75,0.31,6.78,0,9375,platinum
82,Ryze,C-,top,48.84,0.38,0.21,-1,11513,platinum
83,Gangplank,C-,top,48.78,3.92,2.93,-6,119634,platinum
84,Ivern,D+,top,44.40,0.03,0.72,0,928,platinum
85,Karma,D+,top,46.41,0.21,1.46,-1,6523,platinum
86,Shyvana,D+,top,49.72,0.36,0.45,0,11100,platinum
87,Veigar,D+,top,49.12,0.17,2.29,0,5273,platinum
88,Yorick,D,top,49.79,3.18,4.25,-2,97246,platinum
89,Master Yi,D,top,46.38,0.26,12.69,-1,7930,platinum
90,Hwei,D,top,40.20,0.34,26.08,-5,10295,platinum
91,Xin Zhao,D,top,47.77,0.19,0.25,0,5809,platinum
92,Corki,D-,top,45.73,0.03,0.11,0,820,platinum
