grade,counter,win_rate_weak,games_played_weak,strong,win_rate_strong,games_played_strong,champion_name,tier,lane
,"['urgot', 'yorick', 'ornn', 'zac', 'warwick']","['40.76', '42.81', '44.02', '44.44', '45.3']","['184', '299', '343', '63', '117']","['udyr', 'singed', 'heimerdinger', 'yone', 'pantheon']","['58.18', '55.38', '54.95', '54.72', '54.44']","['55', '130', '91', '943', '270']",lissandra,all,top
,"['zac', 'poppy', 'drmundo', 'rengar', 'warwick']","['39.22', '39.35', '42.02', '43.81', '44.37']","['102', '216', '426', '105', '142']","['gwen', 'udyr', 'volibear', 'quinn', 'ksante']","['53.72', '53.66', '53.46', '53.46', '52.4']","['484', '82', '593', '318', '500']",ahri,all,top
4,"['kayle', 'rengar', 'drmundo', 'trundle', 'zac']","['43.64', '44.58', '45.14', '45.27', '45.47']","['10583', '2591', '6917', '25992', '1755']","['akali', 'yone', 'kennen', 'yasuo', 'renekton']","['52.6', '52.53', '52.17', '51.83', '51.81']","['7295', '25902', '3751', '7091', '10190']",gangplank,all,top
,"['monkeyking', 'malphite', 'poppy', 'nasus', 'urgot']","['35', '36.71', '37.58', '39.3', '39.77']","['120', '1757', '157', '1135', '264']","['sion', 'vladimir', 'warwick', 'kled', 'vayne']","['53.25', '51.82', '51.26', '51.19', '51.07']","['462', '137', '199', '168', '652']",kalista,all,top
,"['tahmkench', 'vayne', 'singed', 'sion', 'varus']","['28.57', '30.43', '31.11', '34.07', '35.9']","['56', '46', '45', '91', '39']","['chogath', 'darius', 'gnar', 'gangplank', 'akali']","['56.6', '53.97', '51.32', '50.6', '50.6']","['53', '239', '76', '83', '83']",ivern,all,top
,"['nasus', 'vladimir', 'monkeyking', 'drmundo', 'kled']","['41.26', '41.95', '42.24', '43.01', '43.53']","['1990', '236', '161', '851', '363']","['gragas', 'kennen', 'akali', 'volibear', 'sylas']","['55.24', '55.19', '55.12', '54.73', '54.44']","['248', '424', '938', '1248', '338']",shaco,all,top
5,"['illaoi', 'malphite', 'garen', 'zac', 'warwick']","['44', '44.28', '44.97', '45.05', '46.09']","['2041', '2367', '3707', '222', '575']","['sylas', 'vayne', 'yasuo', 'ksante', 'jayce']","['55.97', '55.57', '54.15', '53.7', '53.69']","['402', '637', '1023', '1378', '2468']",monkeyking,all,top
,"['udyr', 'tahmkench', 'varus', 'nasus', 'akali']","['38.46', '41.13', '42.62', '42.67', '43.25']","['104', '406', '237', '1010', '541']","['gragas', 'vayne', 'vladimir', 'yasuo', 'sylas']","['53.76', '52.25', '52.05', '50.78', '50.67']","['173', '289', '146', '514', '225']",karma,all,top
,"['monkeyking', 'urgot', 'zac', 'nasus', 'kled']","['39.51', '41.02', '41.18', '41.2', '41.4']","['81', '412', '51', '881', '186']","['jayce', 'kennen', 'irelia', 'rumble', 'yasuo']","['56.23', '55.93', '55.16', '54.14', '54.12']","['530', '177', '591', '266', '425']",briar,all,top
,"['udyr', 'rengar', 'warwick', 'zac', 'nasus']","['40.21', '41.53', '41.8', '41.9', '44.1']","['194', '183', '378', '179', '1635']","['yorick', 'gangplank', 'monkeyking', 'illaoi', 'gnar']","['61.14', '56.1', '55.17', '53.67', '53.43']","['1225', '1271', '145', '1513', '728']",shyvana,all,top
,"['tahmkench', 'warwick', 'sett', 'shen', 'trundle']","['36.26', '38.7', '38.9', '39.58', '40.02']","['433', '230', '1072', '331', '2329']","['vladimir', 'poppy', 'irelia', 'sylas', 'rumble']","['54.39', '53.85', '53.4', '52.89', '52.34']","['114', '195', '942', '225', '428']",masteryi,all,top
,"['kled', 'nasus', 'drmundo', 'quinn', 'trundle']","['41.79', '45.49', '45.71', '46.86', '47.22']","['268', '1697', '700', '446', '2247']","['udyr', 'warwick', 'gragas', 'gwen', 'poppy']","['60.4', '58.27', '56.5', '55.45', '55.2']","['101', '254', '177', '752', '221']",veigar,all,top
,"['garen', 'kayle', 'vayne', 'yorick', 'mordekaiser']","['40.88', '41.84', '42.62', '42.65', '43.27']","['296', '98', '61', '136', '171']","['sylas', 'kennen', 'rumble', 'quinn', 'heimerdinger']","['64.62', '63.27', '58.65', '56.25', '53.85']","['65', '49', '104', '64', '39']",corki,all,top
,"['urgot', 'rengar', 'zac', 'garen', 'yorick']","['36.44', '36.59', '37.44', '37.7', '37.87']","['1235', '246', '195', '4406', '1912']",[],[],[],hwei,all,top
,"['trundle', 'malphite', 'poppy', 'ornn', 'monkeyking']","['39.42', '39.98', '40.25', '40.44', '40.86']","['1507', '888', '159', '455', '93']","['vladimir', 'vayne', 'varus', 'sylas', 'yasuo']","['60.27', '56.4', '56.1', '56.06', '56.04']","['146', '289', '205', '198', '439']",xinzhao,all,top
,"['drmundo', 'rengar', 'kled', 'sion', 'chogath']","['38.52', '39.39', '40', '41.18', '41.4']","['270', '99', '125', '408', '186']","['sylas', 'gnar', 'irelia', 'quinn', 'monkeyking']","['58.2', '56.6', '55.1', '54.97', '53.52']","['189', '318', '441', '151', '71']",sejuani,all,top
,"['olaf', 'drmundo', 'nasus', 'kled', 'kayle']","['34.25', '35.71', '36.8', '37.36', '37.56']","['181', '140', '375', '91', '197']","['gnar', 'poppy', 'singed', 'riven']","['53', '51.52', '50.78', '50.35']","['200', '99', '128', '427']",skarner,all,top
3,"['brand', 'ivern', 'rammus', 'taliyah', 'lillia']","['45.37', '46.46', '46.48', '46.63', '46.7']","['5358', '1765', '7872', '3129', '7202']","['rengar', 'sylas', 'kindred', 'nidalee', 'warwick']","['54.72', '54.08', '53.72', '53.68', '53.51']","['4620', '6252', '4689', '4821', '12736']",jax,all,jungle
1,"['rammus', 'nocturne', 'trundle', 'jax']","['46.86', '49.03', '49.7', '49.95']","['36388', '77833', '17035', '19221']","['nidalee', 'sylas', 'nunu', 'rengar', 'zed']","['56.97', '56.96', '56.79', '56.65', '55.96']","['17893', '19113', '19076', '16376', '4548']",briar,all,jungle
3,"['rammus', 'amumu', 'ivern', 'poppy', 'taliyah']","['44.52', '47.52', '47.86', '47.97', '48.2']","['12209', '10584', '3991', '7380', '7218']","['sylas', 'rengar', 'nunu', 'nidalee', 'mordekaiser']","['54.79', '53.91', '52.87', '52.8', '52.72']","['8274', '8372', '8631', '9702', '1415']",belveth,all,jungle
1,"['rammus', 'fiddlesticks', 'ivern', 'briar', 'nocturne']","['47.9', '48.18', '48.32', '48.51', '48.95']","['32421', '26292', '10542', '63143', '105833']","['monkeyking', 'sylas', 'zed', 'pantheon', 'shaco']","['53.5', '53.4', '52.88', '52.65', '52.43']","['14181', '33990', '6297', '4997', '54862']",graves,all,jungle
4,"['ivern', 'masteryi', 'volibear', 'graves', 'trundle']","['46.89', '47.49', '48.38', '48.46', '48.49']","['3050', '14168', '1513', '22543', '3681']","['monkeyking', 'zed', 'shaco', 'sylas', 'pantheon']","['55.44', '55.29', '53.77', '53.51', '53.42']","['2637', '1400', '15345', '7154', '1054']",karthus,all,jungle
4,"['masteryi', 'rammus', 'karthus', 'udyr', 'shyvana']","['47.9', '48.08', '48.14', '48.21', '48.33']","['9697', '5622', '5247', '2883', '3108']","['monkeyking', 'sylas', 'pantheon', 'jax', 'poppy']","['55.73', '53.89', '53.74', '53.37', '52.93']","['2713', '6690', '936', '3129', '5228']",taliyah,all,jungle
4,"['fiddlesticks', 'rammus', 'briar', 'brand', 'maokai']","['46.74', '48.01', '48.54', '48.99', '49.26']","['3468', '3147', '7210', '4936', '2308']","['monkeyking', 'volibear', 'poppy', 'sylas', 'zed']","['55.74', '55.52', '55.43', '55.32', '54.23']","['1360', '825', '2138', '2733', '697']",ivern,all,jungle
2,"['rammus', 'jax', 'briar', 'elise', 'shaco']","['43.47', '47.16', '47.74', '47.79', '47.89']","['55104', '26164', '58000', '10300', '46153']","['nunu', 'rengar', 'mordekaiser', 'zed', 'nidalee']","['54.67', '54.39', '54.1', '54.05', '53.42']","['21149', '19540', '3832', '5234', '17285']",masteryi,all,jungle
2,"['briar', 'maokai', 'rammus', 'talon', 'ivern']","['47.15', '47.75', '48.5', '48.76', '48.92']","['34154', '11358', '16552', '8533', '5769']","['zed', 'nunu', 'volibear', 'mordekaiser', 'monkeyking']","['52.89', '52.79', '52.76', '52.64', '52.5']","['3942', '13892', '4041', '2363', '7234']",ekko,all,jungle
1,"['rammus', 'mordekaiser', 'ivern', 'lillia']","['48.11', '48.99', '49.56', '49.65']","['50523', '5256', '12819', '37628']","['pantheon', 'rengar', 'nidalee', 'reksai', 'sylas']","['54.84', '54.71', '54.58', '54.52', '54.37']","['5986', '25702', '28929', '9129', '34772']",nocturne,all,jungle
3,"['lillia', 'brand', 'taliyah', 'trundle', 'ivern']","['46.55', '47.7', '48.18', '48.4', '48.5']","['11941', '11069', '6324', '6830', '3365']","['sylas', 'sejuani', 'nidalee', 'monkeyking', 'rengar']","['54.25', '53.89', '53.51', '53.36', '53.16']","['9509', '7373', '8408', '4091', '6336']",zac,all,jungle
2,"['nocturne', 'briar', 'masteryi', 'khazix']","['49.01', '49.07', '49.13', '49.31']","['35921', '22585', '20793', '25467']","['sejuani', 'monkeyking', 'poppy', 'volibear', 'sylas']","['56.33', '56.18', '56.07', '55.66', '55']","['7320', '4101', '5873', '2555', '7947']",brand,all,jungle
4,"['brand', 'ivern', 'rammus', 'lillia', 'trundle']","['43.93', '44.57', '45.42', '45.91', '46.04']","['5873', '2138', '6814', '7721', '4418']","['sylas', 'nidalee', 'leesin', 'kayn', 'belveth']","['54.81', '52.79', '52.6', '52.16', '52.03']","['7904', '7943', '61740', '27158', '7380']",poppy,all,jungle
2,"['briar', 'nocturne', 'rammus', 'trundle', 'masteryi']","['47.01', '47.12', '47.37', '47.46', '47.76']","['74751', '121678', '37521', '24910', '92575']","['sejuani', 'nidalee', 'nunu', 'zed', 'mordekaiser']","['52.86', '52.82', '52.72', '52.48', '52.26']","['24836', '23457', '31945', '8127', '6071']",kayn,all,jungle
3,"['briar', 'rammus', 'reksai', 'nocturne', 'maokai']","['45.58', '47.82', '48.76', '48.77', '48.96']","['27104', '11678', '3997', '44225', '8278']","['nidalee', 'monkeyking', 'gragas', 'zed', 'sylas']","['54.73', '53.51', '53.5', '53.42', '52.78']","['9942', '4965', '7806', '2692', '10829']",evelynn,all,jungle
3,"['briar', 'rammus', 'mordekaiser', 'zac', 'trundle']","['46.7', '48.2', '48.29', '48.37', '48.66']","['18728', '8930', '1458', '8707', '5214']","['monkeyking', 'zed', 'nunu', 'nidalee', 'ivern']","['55.52', '54.51', '54.06', '53.77', '53.26']","['3593', '1906', '7665', '6978', '3468']",fiddlesticks,all,jungle
4,"['trundle', 'briar', 'warwick', 'nocturne', 'rammus']","['47.61', '47.75', '48.11', '48.28', '48.29']","['2365', '10334', '4714', '17009', '4692']","['monkeyking', 'zed', 'sylas', 'udyr', 'nidalee']","['54.84', '53.87', '53.11', '52.3', '51.94']","['1973', '1138', '4967', '2191', '6228']",talon,all,jungle
1,"['lillia', 'brand', 'mordekaiser', 'amumu', 'trundle']","['45.36', '46.01', '46.5', '48.36', '49.39']","['16062', '9581', '1974', '13291', '10822']","['rengar', 'masteryi', 'nidalee', 'kindred', 'zed']","['57.81', '56.53', '56.25', '56.15', '55.99']","['8540', '55104', '7790', '8579', '2447']",rammus,all,jungle
2,"['rammus', 'nocturne', 'briar', 'fiddlesticks', 'maokai']","['46.68', '46.69', '47.33', '48.07', '48.22']","['19727', '74355', '42336', '18006', '12358']","['zed', 'sylas', 'monkeyking', 'kindred', 'nunu']","['53.91', '53.12', '51.87', '51.54', '51.5']","['5155', '16866', '9405', '15373', '16974']",khazix,all,jungle
3,"['brand', 'karthus', 'nocturne', 'trundle', 'briar']","['47.89', '48.2', '48.27', '48.38', '48.58']","['6957', '4139', '23497', '4330', '13422']","['zed', 'nidalee', 'pantheon', 'monkeyking', 'elise']","['54.22', '53.84', '53.58', '53.34', '53.31']","['1398', '5513', '1090', '3219', '3292']",maokai,all,jungle
,"['mordekaiser', 'brand', 'amumu', 'nocturne', 'lillia']","['41.59', '46.17', '47.66', '47.84', '47.89']","['214', '1527', '1578', '4636', '1777']","['sylas', 'reksai', 'nidalee', 'monkeyking', 'zed']","['56.85', '54.55', '54.23', '53.9', '53.82']","['1073', '319', '852', '590', '262']",skarner,all,jungle
2,"['briar', 'brand', 'fiddlesticks', 'ivern', 'talon']","['46.46', '47.54', '48.1', '48.69', '48.8']","['22970', '12230', '9490', '3828', '4340']","['volibear', 'monkeyking', 'sejuani', 'rammus', 'poppy']","['56.53', '55.92', '55.79', '54.64', '54.09']","['3290', '4651', '9297', '16062', '7721']",lillia,all,jungle
2,"['ivern', 'brand', 'lillia', 'taliyah', 'belveth']","['46.85', '48.04', '48.2', '48.93', '49.24']","['1823', '5906', '7737', '2667', '6038']","['zed', 'rengar', 'volibear', 'nunu', 'monkeyking']","['55.49', '54.79', '54.34', '54.21', '54.17']","['1193', '4273', '2499', '6541', '3114']",trundle,all,jungle
5,"['nocturne', 'mordekaiser', 'fiddlesticks', 'karthus', 'amumu']","['45.48', '46.37', '47.15', '47.6', '47.6']","['9129', '289', '2246', '2145', '2330']","['volibear', 'teemo', 'poppy', 'nidalee', 'rengar']","['53.58', '53.03', '52.59', '52.38', '52.33']","['558', '545', '2086', '2812', '2293']",reksai,all,jungle
,"['ivern', 'fiddlesticks', 'masteryi', 'briar', 'maokai']","['45.87', '45.87', '46.53', '46.71', '46.89']","['412', '1005', '2246', '2597', '787']","['pantheon', 'mordekaiser', 'monkeyking', 'nunu', 'volibear']","['56.56', '55.94', '55.77', '55.35', '55.08']","['221', '143', '529', '831', '256']",rumble,all,jungle
4,"['mordekaiser', 'briar', 'nocturne', 'trundle', 'masteryi']","['45.82', '45.97', '46.82', '46.9', '47']","['1936', '27808', '46971', '8959', '31182']","['zed', 'pantheon', 'nidalee', 'monkeyking', 'rengar']","['54.54', '53.03', '52.39', '52.26', '51.65']","['2752', '2193', '10674', '5974', '12413']",hecarim,all,jungle
4,"['ivern', 'lillia', 'trundle', 'talon', 'brand']","['46.69', '47.34', '47.46', '47.7', '47.7']","['2283', '8189', '4623', '2191', '7143']","['pantheon', 'elise', 'monkeyking', 'rengar', 'gragas']","['53.64', '52.83', '52.38', '52.34', '52.03']","['1044', '2512', '2648', '4958', '3675']",udyr,all,jungle
,"['belveth', 'lillia', 'elise', 'teemo', 'jax']","['44.56', '45.72', '46.38', '46.47', '46.73']","['1360', '1249', '636', '269', '764']","['jarvaniv', 'nunu', 'monkeyking', 'sejuani', 'pantheon']","['55.43', '54.98', '54.64', '54.03', '53.75']","['2645', '1075', '604', '1042', '240']",gwen,all,jungle
4,"['rammus', 'briar', 'mordekaiser', 'jax', 'nocturne']","['43.85', '45.21', '46.19', '46.28', '46.46']","['8579', '15850', '1167', '4689', '24977']","['sylas', 'nunu', 'reksai', 'zed', 'hecarim']","['52.91', '52.26', '51.26', '51.12', '51']","['6592', '7182', '2183', '1467', '11856']",kindred,all,jungle
2,"['briar', 'karthus', 'shyvana', 'lillia', 'graves']","['45.5', '46.23', '47.17', '47.25', '47.57']","['43949', '15345', '15404', '23272', '54862']","['monkeyking', 'nidalee', 'sylas', 'kindred', 'pantheon']","['53.67', '53.06', '53.04', '52.88', '52.81']","['8491', '16533', '15565', '13994', '3198']",shaco,all,jungle
3,"['brand', 'mordekaiser', 'lillia', 'trundle', 'karthus']","['46.19', '47.18', '47.35', '47.7', '47.83']","['12717', '2249', '15072', '9392', '6358']","['gragas', 'nunu', 'monkeyking', 'nidalee', 'rengar']","['54.9', '54.53', '53.71', '53.18', '53.09']","['6782', '11215', '5088', '6589', '8437']",amumu,all,jungle
3,"['rammus', 'lillia', 'brand', 'jax', 'trundle']","['45.07', '45.96', '46.08', '46.49', '46.9']","['20898', '17976', '13252', '12736', '14055']","['nidalee', 'rengar', 'sylas', 'zed', 'leesin']","['55.11', '54.3', '53.76', '53.6', '53.06']","['8614', '11516', '12314', '3002', '51343']",warwick,all,jungle
,"['mordekaiser', 'karthus', 'brand', 'zac', 'shyvana']","['41.12', '43.87', '45.55', '45.82', '46.33']","['107', '702', '1001', '993', '559']","['elise', 'rammus', 'teemo', 'vi', 'volibear']","['53.2', '53.03', '52.56', '52.21', '52.05']","['500', '892', '234', '1427', '219']",rell,all,jungle
5,"['reksai', 'nocturne', 'brand', 'maokai', 'rammus']","['46.97', '47.67', '47.68', '47.99', '48.13']","['545', '9533', '2395', '1713', '2489']","['zed', 'monkeyking', 'rengar', 'sylas', 'nidalee']","['56.87', '54.26', '54.19', '54.15', '53.73']","['531', '1056', '1443', '2833', '2468']",teemo,all,jungle
,"['brand', 'pantheon', 'trundle', 'karthus', 'maokai']","['41.64', '41.67', '42.65', '43.13', '43.17']","['706', '132', '612', '422', '505']","['hecarim', 'gragas', 'warwick', 'zed', 'reksai']","['53.34', '52.44', '52.13', '51.9', '51.81']","['1003', '431', '1339', '158', '166']",darius,all,jungle
5,"['rammus', 'briar', 'mordekaiser', 'trundle', 'jax']","['42.19', '43.35', '44.13', '45.21', '45.28']","['8540', '16376', '1201', '4273', '4620']","['zed', 'sylas', 'nidalee', 'talon', 'taliyah']","['54.2', '51.41', '51.22', '51.14', '51']","['1976', '5155', '5398', '3211', '3747']",rengar,all,jungle
2,"['briar', 'brand', 'nocturne', 'rammus', 'ivern']","['45.77', '45.85', '45.98', '46.06', '46.35']","['89182', '42021', '159249', '43673', '15496']","['monkeyking', 'nidalee', 'sylas', 'zed', 'teemo']","['51.47', '51.15', '50.95', '50.67', '50.38']","['22767', '70215', '56970', '10227', '11271']",leesin,all,jungle
3,"['rammus', 'briar', 'trundle', 'ivern', 'zac']","['44.06', '46.89', '47.2', '47.21', '47.33']","['23683', '43623', '14112', '6990', '19075']","['zed', 'sylas', 'pantheon', 'monkeyking', 'xinzhao']","['52.19', '52.1', '52.08', '51.71', '51.36']","['4645', '20338', '3654', '9782', '14641']",viego,all,jungle
3,"['mordekaiser', 'briar', 'trundle', 'brand', 'lillia']","['46.46', '47.63', '47.78', '48.81', '48.82']","['1315', '15020', '5565', '7960', '8608']","['sylas', 'monkeyking', 'pantheon', 'nunu', 'shaco']","['55.58', '53.94', '53.03', '52.84', '52.83']","['5883', '3174', '1222', '6614', '15404']",shyvana,all,jungle
3,"['nocturne', 'trundle', 'briar', 'rammus', 'taliyah']","['46.99', '47.48', '47.52', '47.73', '47.79']","['54344', '10583', '31128', '15253', '8771']","['nunu', 'pantheon', 'sylas', 'nidalee', 'rengar']","['53.29', '52.7', '52.66', '52.65', '52.36']","['12478', '2522', '14346', '12276', '11168']",vi,all,jungle
5,"['trundle', 'masteryi', 'lillia', 'briar', 'brand']","['45.84', '45.9', '45.93', '46.44', '46.97']","['1261', '3832', '1931', '3512', '1420']","['rengar', 'sejuani', 'nidalee', 'nunu', 'hecarim']","['55.87', '54.82', '54.49', '54.32', '54.18']","['1201', '1255', '712', '1493', '1936']",mordekaiser,all,jungle
,"['teemo', 'talon', 'udyr', 'monkeyking', 'belveth']","['35.29', '37.5', '37.8', '41.54', '42']","['34', '48', '82', '65', '150']","['rengar', 'maokai', 'mordekaiser', 'diana', 'gragas']","['58.55', '58.25', '58.06', '55.19', '54.95']","['152', '103', '31', '212', '91']",taric,all,jungle
4,"['rammus', 'mordekaiser', 'ivern', 'maokai', 'nocturne']","['45.65', '45.91', '46.58', '46.69', '46.85']","['4716', '501', '1724', '3292', '16432']","['sylas', 'pantheon', 'zed', 'viego', 'gragas']","['53.71', '53.39', '52.43', '52.38', '52.38']","['4785', '738', '948', '9461', '3526']",elise,all,jungle
4,"['amumu', 'brand', 'rammus', 'nocturne', 'evelynn']","['45.1', '45.71', '46.05', '46.07', '46.5']","['6782', '7029', '7021', '22004', '7806']","['monkeyking', 'leesin', 'zed', 'nidalee', 'rengar']","['53.1', '52.19', '51.93', '51.59', '50.89']","['3034', '51149', '1660', '7061', '5469']",gragas,all,jungle
3,"['briar', 'masteryi', 'karthus', 'mordekaiser', 'brand']","['46.58', '47.04', '47.26', '47.59', '47.98']","['32144', '36797', '11676', '2196', '18555']","['nunu', 'monkeyking', 'volibear', 'rengar', 'sejuani']","['52.71', '52.25', '52.25', '52.22', '51.89']","['13587', '8794', '3824', '12352', '13049']",jarvaniv,all,jungle
5,"['briar', 'shyvana', 'ivern', 'brand', 'rammus']","['43.04', '44.42', '44.68', '45', '45.01']","['19113', '5883', '2733', '7947', '9711']","['zed', 'nunu', 'nidalee', 'hecarim', 'sejuani']","['52.27', '50.79', '50.71', '50.23', '50.22']","['1982', '8049', '10724', '11481', '8067']",sylas,all,jungle
,"['reksai', 'belveth', 'mordekaiser', 'ivern', 'khazix']","['36.49', '39.85', '40.82', '41.05', '42.86']","['74', '261', '49', '95', '518']","['elise', 'sylas', 'warwick', 'teemo', 'sejuani']","['58.82', '57.49', '55.56', '54', '53.95']","['136', '287', '477', '100', '228']",singed,all,jungle
3,"['briar', 'mordekaiser', 'masteryi', 'nocturne', 'trundle']","['44.66', '46.42', '46.72', '47.18', '47.19']","['28190', '2447', '34438', '50502', '9543']","['nidalee', 'pantheon', 'monkeyking', 'rengar', 'zed']","['54.75', '53.76', '53.31', '53.26', '53.04']","['10450', '2379', '6457', '12072', '3288']",diana,all,jungle
5,"['briar', 'rammus', 'warwick', 'diana', 'evelynn']","['43.03', '43.75', '44.89', '45.25', '45.27']","['17893', '7790', '8614', '10450', '9942']","['pantheon', 'monkeyking']","['50.94', '50.75']","['1435', '3478']",nidalee,all,jungle
5,"['teemo', 'rammus', 'briar', 'trundle', 'karthus']","['43.13', '44.01', '44.04', '44.43', '44.71']","['531', '2447', '4548', '1193', '1400']","['volibear', 'nidalee', 'mordekaiser', 'taliyah']","['51.53', '51.21', '50.78', '50.48']","['588', '1814', '321', '1135']",zed,all,jungle
5,"['briar', 'brand', 'masteryi', 'amumu', 'mordekaiser']","['43.21', '45.19', '45.33', '45.47', '45.68']","['19076', '10365', '21149', '11215', '1493']","['nidalee', 'rengar', 'monkeyking', 'gragas', 'poppy']","['51.98', '51.7', '51.28', '51.19', '51.11']","['6547', '7060', '3721', '5671', '5167']",nunu,all,jungle
,"['trundle', 'warwick', 'briar', 'mordekaiser', 'evelynn']","['42.14', '42.27', '42.82', '42.86', '43.13']","['477', '1048', '2013', '112', '1266']","['monkeyking', 'talon']","['52.95', '50.17']","['440', '594']",qiyana,all,jungle
5,"['nocturne', 'brand', 'rammus', 'trundle', 'diana']","['45.16', '45.58', '45.64', '45.94', '46.24']","['5986', '1729', '1845', '1121', '2379']","['zed', 'nunu', 'rengar', 'monkeyking', 'gragas']","['52.92', '52.52', '51.15', '51.14', '50.85']","['359', '1569', '1300', '788', '1117']",pantheon,all,jungle
,"['lillia', 'brand', 'talon', 'fiddlesticks', 'trundle']","['41.3', '42.19', '42.38', '45.2', '45.56']","['753', '621', '210', '458', '439']","['teemo', 'zed', 'xinzhao', 'karthus', 'nidalee']","['55.56', '54.9', '54.2', '53.56', '53.52']","['153', '102', '345', '323', '327']",sion,all,jungle
,"['mordekaiser', 'reksai', 'talon', 'brand', 'jax']","['40', '40.8', '41.85', '42.86', '42.95']","['65', '125', '227', '483', '298']","['monkeyking', 'nidalee', 'leesin', 'viego']","['56.44', '51.13', '50.23', '50.21']","['202', '442', '2166', '944']",neeko,all,jungle
4,"['rammus', 'briar', 'trundle', 'nocturne', 'jax']","['45.31', '45.96', '46.44', '46.95', '47.1']","['7257', '14683', '4991', '25861', '4907']","['rengar', 'zed', 'pantheon', 'nunu', 'gragas']","['53.8', '53.02', '52.49', '52.3', '52.06']","['5346', '1426', '1145', '5807', '4391']",xinzhao,all,jungle
